33,5;Habitual;Tarde;Despejado;Coche;Buena;EntreSemana;Carretera;35;;;
33,5;Habitual;Tarde;Despejado;Coche;Buena;Finde;Carretera;36;;;
33,5;Habitual;Media Jornada;Despejado;Coche;Buena;EntreSemana;Carretera;35;;;
33,5;Habitual;Media Jornada;Despejado;Coche;Buena;Finde;Carretera;35;;;
33,5;Habitual;Mañana;Despejado;Coche;Buena;EntreSemana;Carretera;34;;;
33,5;Habitual;Mañana;Despejado;Coche;Buena;Finde;Carretera;35;;;
33,5;Habitual;Matutino;Despejado;Coche;Buena;EntreSemana;Carretera;36;;;
33,5;Habitual;Matutino;Despejado;Coche;Buena;Finde;Carretera;35;;;
107;Poco;Noche;Despejado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Poco;Noche;Despejado;Coche;Buena;Finde;Carretera;78;;;
107;Habitual;Tarde;Despejado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Habitual;Tarde;Despejado;Coche;Buena;Finde;Carretera;80;;;
107;Habitual;Media Jornada;Despejado;Coche;Buena;EntreSemana;Carretera;90;;;
107;Habitual;Media Jornada;Despejado;Coche;Buena;Finde;Carretera;90;;;
107;Habitual;Mañana;Despejado;Coche;Buena;EntreSemana;Carretera;85;;;
107;Habitual;Mañana;Despejado;Coche;Buena;Finde;Carretera;88;;;
107;Habitual;Matutino;Despejado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Habitual;Matutino;Despejado;Coche;Buena;Finde;Carretera;76;;;
54,6;Poco;Noche;Despejado;Coche;Buena;EntreSemana;Carretera;50;;;
54,6;Poco;Noche;Despejado;Coche;Buena;Finde;Carretera;50;;;
54,6;Habitual;Tarde;Despejado;Coche;Buena;EntreSemana;Carretera;55;;;
54,6;Habitual;Tarde;Despejado;Coche;Buena;Finde;Carretera;55;;;
54,6;Habitual;Media Jornada;Despejado;Coche;Buena;EntreSemana;Carretera;51;;;
54,6;Habitual;Media Jornada;Despejado;Coche;Buena;Finde;Carretera;52;;;
54,6;Habitual;Mañana;Despejado;Coche;Buena;EntreSemana;Carretera;50;;;
54,6;Habitual;Mañana;Despejado;Coche;Buena;Finde;Carretera;50;;;
54,6;Habitual;Matutino;Despejado;Coche;Buena;EntreSemana;Carretera;55;;;
54,6;Habitual;Matutino;Despejado;Coche;Buena;Finde;Carretera;50;;;
61,5;Habitual;Noche;Despejado;Coche;Buena;EntreSemana;Montaña;80;;;
61,5;Habitual;Noche;Despejado;Coche;Buena;Finde;Montaña;82;;;
61,5;Habitual;Tarde;Despejado;Coche;Buena;EntreSemana;Montaña;85;;;
61,5;Habitual;Tarde;Despejado;Coche;Buena;Finde;Montaña;85;;;
61,5;Habitual;Media Jornada;Despejado;Coche;Buena;EntreSemana;Montaña;83;;;
61,5;Habitual;Media Jornada;Despejado;Coche;Buena;Finde;Montaña;82;;;
61,5;Habitual;Mañana;Despejado;Coche;Buena;EntreSemana;Montaña;85;;;
61,5;Habitual;Mañana;Despejado;Coche;Buena;Finde;Montaña;85;;;
61,5;Habitual;Matutino;Despejado;Coche;Buena;EntreSemana;Montaña;82;;;
61,5;Habitual;Matutino;Despejado;Coche;Buena;Finde;Montaña;80;;;
11;Poco;Noche;Lluvia;Coche;L;EntreSemana;Carretera;20;;;
11;Poco;Noche;Lluvia;Coche;Buena;Finde;Carretera;20;;;
11;Habitual;Tarde;Lluvia;Coche;Buena;EntreSemana;Carretera;20;;;
11;Habitual;Tarde;Lluvia;Coche;Buena;Finde;Carretera;22;;;
11;Habitual;Media Jornada;Lluvia;Coche;Buena;EntreSemana;Carretera;22;;;
11;Habitual;Media Jornada;Lluvia;Coche;Buena;Finde;Carretera;22;;;
11;Habitual;Mañana;Lluvia;Coche;Buena;EntreSemana;Carretera;21;;;
11;Habitual;Mañana;Lluvia;Coche;Buena;Finde;Carretera;22;;;
11;Habitual;Matutino;Lluvia;Coche;Buena;EntreSemana;Carretera;22;;;
11;Habitual;Matutino;Lluvia;Coche;Buena;Finde;Carretera;20;;;
5;Poco;Noche;Lluvia;Coche;Buena;EntreSemana;Carretera;13;;;
5;Poco;Noche;Lluvia;Coche;Buena;Finde;Carretera;12;;;
5;Habitual;Tarde;Lluvia;Coche;Buena;EntreSemana;Carretera;14;;;
5;Habitual;Tarde;Lluvia;Coche;Buena;Finde;Carretera;14;;;
5;Habitual;Media Jornada;Lluvia;Coche;Buena;EntreSemana;Carretera;13;;;
5;Habitual;Media Jornada;Lluvia;Coche;Buena;Finde;Carretera;14;;;
5;Habitual;Mañana;Lluvia;Coche;Buena;EntreSemana;Carretera;14;;;
5;Habitual;Mañana;Lluvia;Coche;Buena;Finde;Carretera;14;;;
5;Alto;Matutino;Lluvia;Coche;Buena;EntreSemana;Carretera;15;;;
5;Habitual;Matutino;Lluvia;Coche;Buena;Finde;Carretera;13;;;
33,5;Poco;Noche;Lluvia;Coche;Buena;EntreSemana;Carretera;41;;;
33,5;Poco;Noche;Lluvia;Coche;Buena;Finde;Carretera;41;;;
33,5;Alto;Tarde;Lluvia;Coche;Buena;EntreSemana;Carretera;41;;;
33,5;Habitual;Tarde;Lluvia;Coche;Buena;Finde;Carretera;42;;;
33,5;Habitual;Media Jornada;Lluvia;Coche;Buena;EntreSemana;Carretera;40;;;
33,5;Habitual;Media Jornada;Lluvia;Coche;Buena;Finde;Carretera;40;;;
33,5;Habitual;Mañana;Lluvia;Coche;Buena;EntreSemana;Carretera;39;;;
33,5;Habitual;Mañana;Lluvia;Coche;Buena;Finde;Carretera;40;;;
33,5;Habitual;Matutino;Lluvia;Coche;Buena;EntreSemana;Carretera;42;;;
33,5;Habitual;Matutino;Lluvia;Coche;Buena;Finde;Carretera;41;;;
107;Poco;Noche;Lluvia;Coche;Buena;EntreSemana;Carretera;90;;;
107;Poco;Noche;Lluvia;Coche;Buena;Finde;Carretera;88;;;
107;Habitual;Tarde;Lluvia;Coche;Buena;EntreSemana;Carretera;93;;;
107;Habitual;Tarde;Lluvia;Coche;Buena;Finde;Carretera;91;;;
107;Habitual;Media Jornada;Lluvia;Coche;Buena;EntreSemana;Carretera;92;;;
107;Alto;Media Jornada;Lluvia;Coche;Buena;Finde;Carretera;100;;;
107;Habitual;Mañana;Lluvia;Coche;Buena;EntreSemana;Carretera;92;;;
107;Habitual;Mañana;Lluvia;Coche;Buena;Finde;Carretera;98;;;
107;Habitual;Matutino;Lluvia;Coche;Buena;EntreSemana;Carretera;90;;;
107;Habitual;Matutino;Lluvia;Coche;Buena;Finde;Carretera;86;;;
5;Poco;Noche;Lluvia;Coche;Buena;EntreSemana;Carretera;10;;;
5;Poco;Noche;Lluvia;Coche;Buena;Finde;Carretera;10;;;
5;Habitual;Tarde;Lluvia;Coche;Buena;EntreSemana;Carretera;11;;;
5;Habitual;Tarde;Lluvia;Coche;Buena;Finde;Carretera;11;;;
5;Habitual;Media Jornada;Lluvia;Coche;Buena;EntreSemana;Carretera;12;;;
5;Alto;Media Jornada;Lluvia;Coche;Buena;Finde;Carretera;14;;;
5;Alto;Mañana;Lluvia;Coche;Buena;EntreSemana;Carretera;13;;;
5;Habitual;Mañana;Lluvia;Coche;Buena;Finde;Carretera;12;;;
5;Alto;Matutino;Lluvia;Coche;Buena;EntreSemana;Carretera;15;;;
5;Habitual;Matutino;Lluvia;Coche;Buena;Finde;Carretera;12;;;
11;Poco;Noche;Tormentoso;Coche;Buena;EntreSemana;Carretera;19;;;
11;Poco;Noche;Tormentoso;Coche;Buena;Finde;Carretera;19;;;
11;Habitual;Tarde;Tormentoso;Coche;Buena;EntreSemana;Carretera;19;;;
11;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;21;;;
11;Habitual;Media Jornada;Tormentoso;Coche;Buena;EntreSemana;Carretera;21;;;
11;Habitual;Media Jornada;Tormentoso;Coche;Buena;Finde;Carretera;21;;;
11;Habitual;Mañana;Tormentoso;Coche;Buena;EntreSemana;Carretera;20;;;
11;Habitual;Mañana;Tormentoso;Coche;Buena;Finde;Carretera;21;;;
11;Habitual;Matutino;Tormentoso;Coche;Buena;EntreSemana;Carretera;21;;;
11;Habitual;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;19;;;
5;Poco;Noche;Tormentoso;Coche;Buena;EntreSemana;Carretera;12;;;
5;Poco;Noche;Tormentoso;Coche;Buena;Finde;Carretera;11;;;
5;Habitual;Tarde;Tormentoso;Coche;Buena;EntreSemana;Carretera;13;;;
5;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;13;;;
5;Habitual;Media Jornada;Tormentoso;Coche;Buena;EntreSemana;Carretera;12;;;
5;Habitual;Media Jornada;Tormentoso;Coche;Buena;Finde;Carretera;12;;;
5;Habitual;Mañana;Tormentoso;Coche;Buena;EntreSemana;Carretera;12;;;
5;Habitual;Mañana;Tormentoso;Coche;Buena;Finde;Carretera;12;;;
5;Alto;Matutino;Tormentoso;Coche;Buena;EntreSemana;Carretera;13;;;
5;Habitual;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;12;;;
33,5;Habitual;Noche;Tormentoso;Coche;Buena;EntreSemana;Carretera;39;;;
33,5;Habitual;Noche;Tormentoso;Coche;Buena;Finde;Carretera;39;;;
33,5;Alto;Tarde;Tormentoso;Coche;Buena;EntreSemana;Carretera;39;;;
33,5;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;40;;;
33,5;Habitual;Media Jornada;Tormentoso;Coche;Buena;EntreSemana;Carretera;38;;;
33,5;Habitual;Media Jornada;Tormentoso;Coche;Buena;Finde;Carretera;38;;;
33,5;Habitual;Mañana;Tormentoso;Coche;Buena;EntreSemana;Carretera;36;;;
33,5;Habitual;Mañana;Tormentoso;Coche;Buena;Finde;Carretera;38;;;
33,5;Habitual;Matutino;Tormentoso;Coche;Buena;EntreSemana;Carretera;40;;;
33,5;Habitual;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;39;;;
107;Poco;Noche;Tormentoso;Coche;Buena;EntreSemana;Carretera;86;;;
107;Poco;Noche;Tormentoso;Coche;Buena;Finde;Carretera;84;;;
107;Habitual;Tarde;Tormentoso;Coche;Buena;EntreSemana;Carretera;89;;;
107;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;87;;;
107;Habitual;Media Jornada;Tormentoso;Coche;Buena;EntreSemana;Carretera;88;;;
107;Alto;Media Jornada;Tormentoso;Coche;Buena;Finde;Carretera;96;;;
107;Habitual;Mañana;Tormentoso;Coche;Buena;EntreSemana;Carretera;88;;;
107;Habitual;Mañana;Tormentoso;Coche;Buena;Finde;Carretera;94;;;
107;Habitual;Matutino;Tormentoso;Coche;Buena;EntreSemana;Carretera;86;;;
107;Habitual;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;82;;;
5;Poco;Noche;Tormentoso;Coche;L;EntreSemana;Carretera;10;;;
5;Poco;Noche;Tormentoso;Coche;Buena;Finde;Carretera;10;;;
5;Habitual;Tarde;Tormentoso;Coche;Buena;EntreSemana;Carretera;11;;;
5;Habitual;Tarde;Tormentoso;Coche;Buena;Finde;Carretera;11;;;
5;Habitual;Media Jornada;Tormentoso;Coche;Buena;EntreSemana;Carretera;12;;;
5;Alto;Media Jornada;Tormentoso;Coche;Buena;Finde;Carretera;13;;;
5;Alto;Mañana;Tormentoso;Coche;Buena;EntreSemana;Carretera;12;;;
5;Habitual;Mañana;Tormentoso;Coche;Buena;Finde;Carretera;12;;;
5;Alto;Matutino;Tormentoso;Coche;Buena;EntreSemana;Carretera;14;;;
5;Habitual;Matutino;Tormentoso;Coche;Buena;Finde;Carretera;12;;;
11;Poco;Noche;Nublado;Coche;Buena;EntreSemana;Carretera;16;;;
11;Poco;Noche;Nublado;Coche;Buena;Finde;Carretera;16;;;
11;Habitual;Tarde;Nublado;Coche;Buena;EntreSemana;Carretera;16;;;
11;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;18;;;
11;Habitual;Media Jornada;Nublado;Coche;Buena;EntreSemana;Carretera;18;;;
11;Habitual;Media Jornada;Nublado;Coche;Buena;Finde;Carretera;18;;;
11;Habitual;Mañana;Nublado;Coche;Buena;EntreSemana;Carretera;17;;;
11;Habitual;Mañana;Nublado;Coche;Buena;Finde;Carretera;18;;;
11;Habitual;Matutino;Nublado;Coche;Buena;EntreSemana;Carretera;18;;;
11;Habitual;Matutino;Nublado;Coche;Buena;Finde;Carretera;16;;;
5;Poco;Noche;Nublado;Coche;Buena;EntreSemana;Carretera;9;;;
5;Poco;Noche;Nublado;Coche;Buena;Finde;Carretera;8;;;
5;Habitual;Tarde;Nublado;Coche;Buena;EntreSemana;Carretera;10;;;
5;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;10;;;
5;Habitual;Media Jornada;Nublado;Coche;Buena;EntreSemana;Carretera;9;;;
5;Habitual;Media Jornada;Nublado;Coche;Buena;Finde;Carretera;10;;;
5;Habitual;Mañana;Nublado;Coche;Buena;EntreSemana;Carretera;10;;;
5;Habitual;Mañana;Nublado;Coche;Buena;Finde;Carretera;10;;;
5;Alto;Matutino;Nublado;Coche;Buena;EntreSemana;Carretera;11;;;
5;Habitual;Matutino;Nublado;Coche;Buena;Finde;Carretera;9;;;
33,5;Poco;Noche;Nublado;Coche;Buena;EntreSemana;Carretera;35;;;
33,5;Poco;Noche;Nublado;Coche;Buena;Finde;Carretera;35;;;
33,5;Alto;Tarde;Nublado;Coche;Buena;EntreSemana;Carretera;35;;;
33,5;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;36;;;
33,5;Habitual;Media Jornada;Nublado;Coche;Buena;EntreSemana;Carretera;35;;;
33,5;Habitual;Media Jornada;Nublado;Coche;Buena;Finde;Carretera;35;;;
33,5;Habitual;Mañana;Nublado;Coche;Buena;EntreSemana;Carretera;34;;;
33,5;Habitual;Mañana;Nublado;Coche;Buena;Finde;Carretera;35;;;
33,5;Habitual;Matutino;Nublado;Coche;Buena;EntreSemana;Carretera;36;;;
33,5;Habitual;Matutino;Nublado;Coche;Buena;Finde;Carretera;35;;;
107;Poco;Noche;Nublado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Poco;Noche;Nublado;Coche;Buena;Finde;Carretera;78;;;
107;Habitual;Tarde;Nublado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;80;;;
107;Habitual;Media Jornada;Nublado;Coche;Buena;EntreSemana;Carretera;90;;;
107;Alto;Media Jornada;Nublado;Coche;Buena;Finde;Carretera;90;;;
107;Habitual;Mañana;Nublado;Coche;Buena;EntreSemana;Carretera;85;;;
107;Habitual;Mañana;Nublado;Coche;Buena;Finde;Carretera;88;;;
107;Habitual;Matutino;Nublado;Coche;Buena;EntreSemana;Carretera;80;;;
107;Habitual;Matutino;Nublado;Coche;Buena;Finde;Carretera;76;;;
5;Poco;Noche;Nublado;Coche;Buena;EntreSemana;Carretera;10;;;
5;Poco;Noche;Nublado;Coche;Buena;Finde;Carretera;10;;;
5;Habitual;Tarde;Nublado;Coche;Buena;EntreSemana;Carretera;11;;;
5;Habitual;Tarde;Nublado;Coche;Buena;Finde;Carretera;11;;;
5;Habitual;Media Jornada;Nublado;Coche;Buena;EntreSemana;Carretera;12;;;
5;Alto;Media Jornada;Nublado;Coche;Buena;Finde;Carretera;14;;;
5;Alto;Mañana;Nublado;Coche;Buena;EntreSemana;Carretera;13;;;
5;Habitual;Mañana;Nublado;Coche;Buena;Finde;Carretera;12;;;
5;Alto;Matutino;Nublado;Coche;Buena;EntreSemana;Carretera;15;;;
5;Habitual;Matutino;Nublado;Coche;Buena;Finde;Carretera;12;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
